,competition,season,rank,squad,games,wins,draws,losses,goals_for,goals_against,goal_diff,points,players_used,assists,pens_made,pens_att,cards_yellow,cards_red,shots_on_target_against,saves,clean_sheets,shots_on_target,games_starts,games_complete,games_subs,unused_subs,points_per_match,adjusted_wins,adjusted_draws,adjusted_losses,adjusted_goals_for,adjusted_goals_against,adjusted_goal_diff,adjusted_assists,adjusted_pens_made,adjusted_pens_att,adjusted_shots_on_target_against,adjusted_saves,adjusted_clean_sheets,adjusted_shots_on_target,adjusted_points,adjusted_points_per_match,UEFA Champions League,UEFA Europa League,Relegation
687,Serie A,2012-2013,10,Parma,38,13,10,15,45,46,-1,49,33,29,3,5,109.0,3.0,181,135,9,194,418,,108,,1.29,13,10,15,45,46,-1.0,29,3,5,181,135,9,194,49,1.29,No,No,No
688,Serie A,2012-2013,11,Cagliari,38,12,11,15,43,55,-12,47,25,27,7,9,109.0,9.0,157,105,10,157,408,,107,,1.24,12,11,15,43,55,-12.0,27,7,9,157,105,10,157,47,1.24,No,No,No
689,Serie A,2012-2013,12,Chievo,38,12,9,17,37,52,-15,45,35,24,5,6,98.0,4.0,165,113,13,121,417,,114,,1.18,12,9,17,37,52,-15.0,24,5,6,165,113,13,121,45,1.18,No,No,No
690,Serie A,2012-2013,13,Bologna,38,11,11,16,46,52,-6,44,31,28,4,5,102.0,3.0,190,139,9,165,418,,114,,1.16,11,11,16,46,52,-6.0,28,4,5,190,139,9,165,44,1.16,No,No,No
691,Serie A,2012-2013,14,Sampdoria,38,11,10,17,43,51,-8,42,29,29,6,7,86.0,9.0,176,125,9,148,418,,107,,1.11,11,10,17,43,51,-8.0,29,6,7,176,125,9,148,43,1.13,No,No,No
692,Serie A,2012-2013,15,Atalanta,38,11,9,18,39,56,-17,40,35,25,5,5,113.0,12.0,179,123,7,148,418,,111,,1.05,11,9,18,39,56,-17.0,25,5,5,179,123,7,148,42,1.11,No,No,No
693,Serie A,2012-2013,16,Torino,38,8,16,14,46,55,-9,39,29,32,5,6,81.0,5.0,158,103,12,153,418,,108,,1.03,8,16,14,46,55,-9.0,32,5,6,158,103,12,153,40,1.05,No,No,No
694,Serie A,2012-2013,17,Genoa,38,8,14,16,38,52,-14,38,37,31,2,4,103.0,4.0,163,111,12,160,418,,114,,1.0,8,14,16,38,52,-14.0,31,2,4,163,111,12,160,38,1.0,No,No,No
695,Serie A,2012-2013,18,Palermo,38,6,14,18,34,54,-20,32,36,26,2,2,93.0,8.0,196,142,7,178,418,,114,,0.84,6,14,18,34,54,-20.0,26,2,2,196,142,7,178,32,0.84,No,No,Yes
696,Serie A,2012-2013,19,Siena,38,9,9,20,36,57,-21,30,37,28,4,7,96.0,6.0,195,138,12,119,418,,112,,0.79,9,9,20,36,57,-21.0,28,4,7,195,138,12,119,36,0.95,No,No,Yes
697,Serie A,2012-2013,20,Pescara,38,6,4,28,27,84,-57,22,39,15,2,3,95.0,9.0,255,171,5,124,418,,111,,0.58,6,4,28,27,84,-57.0,15,2,3,255,171,5,124,22,0.58,No,No,Yes
698,Serie A,2013-2014,1,Juventus,38,33,3,2,80,23,57,102,26,54,4,4,0.0,0.0,123,100,22,243,418,,110,,2.68,33,3,2,80,23,57.0,54,4,4,123,100,22,243,102,2.68,Yes,No,No
699,Serie A,2013-2014,2,Roma,38,26,7,5,72,25,47,85,29,51,6,6,0.0,0.0,124,99,21,239,417,,114,,2.24,26,7,5,72,25,47.0,51,6,6,124,99,21,239,85,2.24,Yes,No,No
700,Serie A,2013-2014,3,Napoli,38,23,9,6,77,39,38,78,30,51,7,9,0.0,0.0,167,128,13,258,418,,106,,2.05,23,9,6,77,39,38.0,51,7,9,167,128,13,258,78,2.05,Yes,No,No
701,Serie A,2013-2014,4,Fiorentina,38,19,8,11,65,44,21,65,31,41,11,11,0.0,0.0,179,135,13,189,418,,114,,1.71,19,8,11,65,44,21.0,41,11,11,179,135,13,189,65,1.71,No,Yes,No
702,Serie A,2013-2014,5,Inter,38,15,15,8,62,39,23,60,28,48,0,1,0.0,0.0,160,121,15,205,418,,112,,1.58,15,15,8,62,39,23.0,48,0,1,160,121,15,205,60,1.58,No,Yes,No
703,Serie A,2013-2014,6,Parma,38,15,13,10,58,46,12,58,30,38,3,6,0.0,0.0,155,109,13,172,418,,107,,1.53,15,13,10,58,46,12.0,38,3,6,155,109,13,172,58,1.53,No,No,No
704,Serie A,2013-2014,7,Torino,38,15,12,11,58,48,10,57,26,35,5,8,0.0,0.0,170,121,8,192,418,,104,,1.5,15,12,11,58,48,10.0,35,5,8,170,121,8,192,57,1.5,No,Yes,No
705,Serie A,2013-2014,8,Milan,38,16,9,13,57,49,8,57,32,33,3,5,0.0,0.0,153,104,12,225,418,,110,,1.5,16,9,13,57,49,8.0,33,3,5,153,104,12,225,57,1.5,No,No,No
706,Serie A,2013-2014,9,Lazio,38,15,11,12,54,54,0,56,30,30,7,8,0.0,0.0,160,106,13,198,418,,112,,1.47,15,11,12,54,54,0.0,30,7,8,160,106,13,198,56,1.47,No,No,No
707,Serie A,2013-2014,10,Hellas Verona,38,16,6,16,62,68,-6,54,29,38,8,8,0.0,0.0,233,165,7,173,418,,113,,1.42,16,6,16,62,68,-6.0,38,8,8,233,165,7,173,54,1.42,No,No,No
708,Serie A,2013-2014,11,Atalanta,38,15,5,18,43,51,-8,50,31,32,2,3,0.0,0.0,198,147,9,167,418,,114,,1.32,15,5,18,43,51,-8.0,32,2,3,198,147,9,167,50,1.32,No,No,No
709,Serie A,2013-2014,12,Sampdoria,38,12,9,17,48,62,-14,45,33,29,4,5,0.0,0.0,196,134,9,195,418,,112,,1.18,12,9,17,48,62,-14.0,29,4,5,196,134,9,195,45,1.18,No,No,No
710,Serie A,2013-2014,13,Udinese,38,12,8,18,46,57,-11,44,27,25,6,8,0.0,0.0,174,117,9,177,418,,109,,1.16,12,8,18,46,57,-11.0,25,6,8,174,117,9,177,44,1.16,No,No,No
711,Serie A,2013-2014,14,Genoa,38,11,11,16,41,50,-9,44,31,23,5,9,0.0,0.0,195,145,12,150,418,,111,,1.16,11,11,16,41,50,-9.0,23,5,9,195,145,12,150,44,1.16,No,No,No
712,Serie A,2013-2014,15,Cagliari,38,9,12,17,34,53,-19,39,31,21,5,8,0.0,0.0,174,121,7,139,418,,110,,1.03,9,12,17,34,53,-19.0,21,5,8,174,121,7,139,39,1.03,No,No,No
713,Serie A,2013-2014,16,Chievo,38,10,6,22,34,54,-20,36,36,24,6,7,0.0,0.0,165,111,10,149,418,,111,,0.95,10,6,22,34,54,-20.0,24,6,7,165,111,10,149,36,0.95,No,No,No
714,Serie A,2013-2014,17,Sassuolo,38,9,7,22,43,72,-29,34,38,25,7,8,0.0,0.0,212,140,5,170,418,,113,,0.89,9,7,22,43,72,-29.0,25,7,8,212,140,5,170,34,0.89,No,No,No
715,Serie A,2013-2014,18,Catania,38,8,8,22,34,66,-32,32,34,23,3,3,0.0,0.0,209,143,8,166,418,,113,,0.84,8,8,22,34,66,-32.0,23,3,3,209,143,8,166,32,0.84,No,No,Yes
716,Serie A,2013-2014,19,Bologna,38,5,14,19,28,58,-30,29,28,12,5,6,0.0,0.0,179,121,9,166,418,,111,,0.76,5,14,19,28,58,-30.0,12,5,6,179,121,9,166,29,0.76,No,No,Yes
717,Serie A,2013-2014,20,Livorno,38,6,7,25,39,77,-38,25,31,23,4,4,0.0,0.0,216,139,3,154,418,,113,,0.66,6,7,25,39,77,-38.0,23,4,4,216,139,3,154,25,0.66,No,No,Yes
718,Serie A,2014-2015,1,Juventus,38,26,9,3,72,24,48,87,28,44,6,9,0.0,0.0,103,79,19,221,418,,108,285.0,2.29,26,9,3,72,24,48.0,44,6,9,103,79,19,221,87,2.29,Yes,No,No
719,Serie A,2014-2015,2,Roma,38,19,13,6,54,31,23,70,32,40,6,7,0.0,0.0,116,85,17,185,418,,112,338.0,1.84,19,13,6,54,31,23.0,40,6,7,116,85,17,185,70,1.84,Yes,No,No
720,Serie A,2014-2015,3,Lazio,38,21,6,11,71,38,33,69,29,47,3,5,0.0,0.0,152,114,14,232,418,,114,312.0,1.82,21,6,11,71,38,33.0,47,3,5,152,114,14,232,69,1.82,Yes,No,No
721,Serie A,2014-2015,4,Fiorentina,38,18,10,10,61,46,15,64,30,41,2,7,0.0,0.0,162,116,11,222,418,,114,326.0,1.68,18,10,10,61,46,15.0,41,2,7,162,116,11,222,64,1.68,No,Yes,No
722,Serie A,2014-2015,5,Napoli,38,18,9,11,70,54,16,63,26,41,4,9,0.0,0.0,130,76,9,257,418,,113,273.0,1.66,18,9,11,70,54,16.0,41,4,9,130,76,9,257,63,1.66,No,Yes,No
723,Serie A,2014-2015,6,Genoa,38,16,11,11,62,47,15,59,33,41,5,7,0.0,0.0,205,158,8,184,418,,114,281.0,1.55,16,11,11,62,47,15.0,41,5,7,205,158,8,184,59,1.55,No,No,No
724,Serie A,2014-2015,7,Sampdoria,38,13,17,8,48,42,6,56,30,30,2,2,0.0,0.0,170,128,11,162,418,,107,335.0,1.47,13,17,8,48,42,6.0,30,2,2,170,128,11,162,56,1.47,No,Yes,No
725,Serie A,2014-2015,8,Inter,38,14,13,11,59,48,11,55,34,36,5,7,0.0,0.0,150,102,11,205,418,,108,323.0,1.45,14,13,11,59,48,11.0,36,5,7,150,102,11,205,55,1.45,No,No,No
726,Serie A,2014-2015,9,Torino,38,14,12,12,48,45,3,54,31,32,3,6,0.0,0.0,150,105,11,177,418,,111,265.0,1.42,14,12,12,48,45,3.0,32,3,6,150,105,11,177,54,1.42,No,No,No
727,Serie A,2014-2015,10,Milan,38,13,13,12,56,50,6,52,35,33,11,11,0.0,0.0,173,123,8,161,418,,110,326.0,1.37,13,13,12,56,50,6.0,33,11,11,173,123,8,161,52,1.37,No,No,No
728,Serie A,2014-2015,11,Palermo,38,12,13,13,53,55,-2,49,31,34,5,7,0.0,0.0,167,112,7,169,418,,112,342.0,1.29,12,13,13,53,55,-2.0,34,5,7,167,112,7,169,49,1.29,No,No,No
729,Serie A,2014-2015,12,Sassuolo,38,12,13,13,49,57,-8,49,27,30,7,9,0.0,0.0,187,130,8,164,418,,113,314.0,1.29,12,13,13,49,57,-8.0,30,7,9,187,130,8,164,49,1.29,No,No,No
730,Serie A,2014-2015,13,Hellas Verona,38,11,13,14,49,65,-16,46,30,35,4,6,0.0,0.0,203,138,7,170,418,,113,330.0,1.21,11,13,14,49,65,-16.0,35,4,6,203,138,7,170,46,1.21,No,No,No
731,Serie A,2014-2015,14,Chievo,38,10,13,15,28,41,-13,43,27,20,1,2,0.0,0.0,146,105,14,151,418,,112,317.0,1.13,10,13,15,28,41,-13.0,20,1,2,146,105,14,151,43,1.13,No,No,No
732,Serie A,2014-2015,15,Empoli,38,8,18,12,46,52,-6,42,26,35,3,3,0.0,0.0,167,115,10,184,418,,114,317.0,1.11,8,18,12,46,52,-6.0,35,3,3,167,115,10,184,42,1.11,No,No,No
733,Serie A,2014-2015,16,Udinese,38,10,11,17,43,56,-13,41,28,27,1,1,0.0,0.0,189,133,7,132,418,,106,318.0,1.08,10,11,17,43,56,-13.0,27,1,1,189,133,7,132,41,1.08,No,No,No
734,Serie A,2014-2015,17,Atalanta,38,7,16,15,38,57,-19,37,32,21,4,5,0.0,0.0,159,102,8,144,418,,114,336.0,0.97,7,16,15,38,57,-19.0,21,4,5,159,102,8,144,37,0.97,No,No,No
735,Serie A,2014-2015,18,Cagliari,38,8,10,20,48,68,-20,34,29,31,4,7,0.0,0.0,186,118,4,193,418,,109,298.0,0.89,8,10,20,48,68,-20.0,31,4,7,186,118,4,193,34,0.89,No,No,Yes
736,Serie A,2014-2015,19,Cesena,38,4,12,22,36,73,-37,24,33,23,5,6,0.0,0.0,197,124,4,121,418,,114,317.0,0.63,4,12,22,36,73,-37.0,23,5,6,197,124,4,121,24,0.63,No,No,Yes
737,Serie A,2014-2015,20,Parma,38,6,8,24,33,75,-42,19,38,20,2,2,0.0,0.0,206,131,8,131,418,,109,329.0,0.5,6,8,24,33,75,-42.0,20,2,2,206,131,8,131,26,0.68,No,No,Yes
738,Serie A,2015-2016,1,Juventus,38,29,4,5,75,20,55,91,28,54,9,9,0.0,0.0,94,74,22,213,418,,111,282.0,2.39,29,4,5,75,20,55.0,54,9,9,94,74,22,213,91,2.39,Yes,No,No
739,Serie A,2015-2016,2,Napoli,38,25,7,6,80,32,48,82,22,56,7,8,0.0,0.0,94,60,15,244,418,,112,340.0,2.16,25,7,6,80,32,48.0,56,7,8,94,60,15,244,82,2.16,Yes,No,No
740,Serie A,2015-2016,3,Roma,38,23,11,4,83,41,42,80,32,55,4,4,0.0,0.0,147,106,8,220,418,,111,333.0,2.11,23,11,4,83,41,42.0,55,4,4,147,106,8,220,80,2.11,Yes,No,No
741,Serie A,2015-2016,4,Inter,38,20,7,11,50,38,12,67,28,35,2,3,0.0,0.0,153,115,15,170,418,,112,324.0,1.76,20,7,11,50,38,12.0,35,2,3,153,115,15,170,67,1.76,No,Yes,No
742,Serie A,2015-2016,5,Fiorentina,38,18,10,10,60,42,18,64,26,38,8,9,0.0,0.0,111,69,14,178,418,,111,262.0,1.68,18,10,10,60,42,18.0,38,8,9,111,69,14,178,64,1.68,No,Yes,No
743,Serie A,2015-2016,6,Sassuolo,38,16,13,9,49,40,9,61,26,33,4,5,0.0,0.0,140,100,11,166,418,,114,312.0,1.61,16,13,9,49,40,9.0,33,4,5,140,100,11,166,61,1.61,No,Yes,No
744,Serie A,2015-2016,7,Milan,38,15,12,11,49,43,6,57,30,28,6,7,0.0,0.0,142,99,11,165,418,,104,345.0,1.5,15,12,11,49,43,6.0,28,6,7,142,99,11,165,57,1.5,No,No,No
745,Serie A,2015-2016,8,Lazio,38,15,9,14,52,52,0,54,27,31,9,11,0.0,0.0,155,103,12,150,418,,112,304.0,1.42,15,9,14,52,52,0.0,31,9,11,155,103,12,150,54,1.42,No,No,No
746,Serie A,2015-2016,9,Chievo,38,13,11,14,43,45,-2,50,26,28,5,8,0.0,0.0,175,130,12,130,418,,114,280.0,1.32,13,11,14,43,45,-2.0,28,5,8,175,130,12,130,50,1.32,No,No,No
747,Serie A,2015-2016,10,Empoli,38,12,10,16,40,49,-9,46,29,29,1,2,0.0,0.0,164,115,12,147,418,,112,324.0,1.21,12,10,16,40,49,-9.0,29,1,2,164,115,12,147,46,1.21,No,No,No
748,Serie A,2015-2016,11,Genoa,38,13,7,18,45,48,-3,46,30,35,4,4,0.0,0.0,170,122,12,150,418,,113,265.0,1.21,13,7,18,45,48,-3.0,35,4,4,170,122,12,150,46,1.21,No,No,No
749,Serie A,2015-2016,12,Torino,38,12,9,17,52,55,-3,45,27,29,9,11,0.0,0.0,148,93,6,173,418,,109,277.0,1.18,12,9,17,52,55,-3.0,29,9,11,148,93,6,173,45,1.18,No,No,No
750,Serie A,2015-2016,13,Atalanta,38,11,12,15,41,47,-6,45,33,23,4,6,0.0,0.0,151,104,11,135,418,,114,329.0,1.18,11,12,15,41,47,-6.0,23,4,6,151,104,11,135,45,1.18,No,No,No
751,Serie A,2015-2016,14,Bologna,38,11,9,18,33,45,-12,42,31,22,2,3,0.0,0.0,153,108,13,110,418,,114,335.0,1.11,11,9,18,33,45,-12.0,22,2,3,153,108,13,110,42,1.11,No,No,No
752,Serie A,2015-2016,15,Sampdoria,38,10,10,18,48,61,-13,40,35,30,3,3,0.0,0.0,206,145,7,150,418,,113,315.0,1.05,10,10,18,48,61,-13.0,30,3,3,206,145,7,150,40,1.05,No,No,No
753,Serie A,2015-2016,16,Palermo,38,10,9,19,38,65,-27,39,31,31,1,1,0.0,0.0,199,134,10,134,418,,108,341.0,1.03,10,9,19,38,65,-27.0,31,1,1,199,134,10,134,39,1.03,No,No,No
754,Serie A,2015-2016,17,Udinese,38,10,9,19,35,60,-25,39,28,23,2,2,0.0,0.0,169,109,8,147,418,,113,341.0,1.03,10,9,19,35,60,-25.0,23,2,2,169,109,8,147,39,1.03,No,No,No
755,Serie A,2015-2016,18,Carpi,38,9,11,18,37,57,-20,38,35,22,5,8,0.0,0.0,165,108,8,126,418,,113,277.0,1.0,9,11,18,37,57,-20.0,22,5,8,165,108,8,126,38,1.0,No,No,Yes
756,Serie A,2015-2016,19,Frosinone,38,8,7,23,35,76,-41,31,28,22,3,3,0.0,0.0,223,147,7,127,418,,113,301.0,0.82,8,7,23,35,76,-41.0,22,3,3,223,147,7,127,31,0.82,No,No,Yes
757,Serie A,2015-2016,20,Hellas Verona,38,5,13,20,34,63,-29,28,32,23,6,7,0.0,0.0,161,98,3,140,418,,113,282.0,0.74,5,13,20,34,63,-29.0,23,6,7,161,98,3,140,28,0.74,No,No,Yes
758,Serie A,2016-2017,1,Juventus,38,29,4,5,77,27,50,91,27,49,3,3,0.0,0.0,108,81,18,211,418,,113,288.0,2.39,29,4,5,77,27,50.0,49,3,3,108,81,18,211,91,2.39,Yes,No,No
759,Serie A,2016-2017,2,Roma,38,28,3,7,90,38,52,87,22,59,12,14,0.0,0.0,154,116,14,235,418,,107,276.0,2.29,28,3,7,90,38,52.0,59,12,14,154,116,14,235,87,2.29,Yes,No,No
760,Serie A,2016-2017,3,Napoli,38,26,8,4,94,39,55,86,26,68,5,6,0.0,0.0,125,87,12,261,418,,112,337.0,2.26,26,8,4,94,39,55.0,68,5,6,125,87,12,261,86,2.26,Yes,No,No
761,Serie A,2016-2017,4,Atalanta,38,21,9,8,62,41,21,72,32,43,5,5,0.0,2.0,122,81,16,201,417,,110,337.0,1.89,21,9,8,62,41,21.0,43,5,5,122,81,16,201,72,1.89,No,Yes,No
762,Serie A,2016-2017,5,Lazio,38,21,7,10,74,51,23,70,30,47,12,14,0.0,3.0,168,117,8,212,418,,114,316.0,1.84,21,7,10,74,51,23.0,47,12,14,168,117,8,212,70,1.84,No,Yes,No
763,Serie A,2016-2017,6,Milan,38,18,9,11,57,45,12,63,28,39,7,12,0.0,9.0,189,144,12,191,418,,114,327.0,1.66,18,9,11,57,45,12.0,39,7,12,189,144,12,191,63,1.66,No,Yes,No
764,Serie A,2016-2017,7,Inter,38,19,5,14,72,49,23,62,29,55,3,5,0.0,3.0,161,112,9,212,418,,108,328.0,1.63,19,5,14,72,49,23.0,55,3,5,161,112,9,212,62,1.63,No,No,No
765,Serie A,2016-2017,8,Fiorentina,38,16,12,10,63,57,6,60,30,46,6,10,0.0,3.0,170,113,12,224,418,,114,325.0,1.58,16,12,10,63,57,6.0,46,6,10,170,113,12,224,60,1.58,No,No,No
766,Serie A,2016-2017,9,Torino,38,13,14,11,71,66,5,53,29,54,5,9,0.0,3.0,173,107,5,185,418,,113,326.0,1.39,13,14,11,71,66,5.0,54,5,9,173,107,5,185,53,1.39,No,No,No
767,Serie A,2016-2017,10,Sampdoria,38,12,12,14,49,55,-6,48,24,31,7,8,0.0,1.0,180,125,7,165,418,,113,333.0,1.26,12,12,14,49,55,-6.0,31,7,8,180,125,7,165,48,1.26,No,No,No
768,Serie A,2016-2017,11,Cagliari,38,14,5,19,55,76,-21,47,34,30,4,6,0.0,3.0,214,140,4,161,418,,113,257.0,1.24,14,5,19,55,76,-21.0,30,4,6,214,140,4,161,47,1.24,No,No,No
769,Serie A,2016-2017,12,Sassuolo,38,13,7,18,58,63,-5,46,28,36,9,10,0.0,0.0,191,135,7,173,418,,113,312.0,1.21,13,7,18,58,63,-5.0,36,9,10,191,135,7,173,46,1.21,No,No,No
770,Serie A,2016-2017,13,Udinese,38,12,9,17,47,56,-9,45,29,29,2,3,0.0,0.0,157,101,7,155,418,,112,312.0,1.18,12,9,17,47,56,-9.0,29,2,3,157,101,7,155,45,1.18,No,No,No
771,Serie A,2016-2017,14,Chievo,38,12,7,19,43,61,-18,43,29,29,4,5,0.0,3.0,188,127,10,129,418,,113,319.0,1.13,12,7,19,43,61,-18.0,29,4,5,188,127,10,129,43,1.13,No,No,No
772,Serie A,2016-2017,15,Bologna,38,11,8,19,40,58,-18,41,28,29,1,2,0.0,2.0,188,130,9,145,418,,114,325.0,1.08,11,8,19,40,58,-18.0,29,1,2,188,130,9,145,41,1.08,No,No,No
773,Serie A,2016-2017,16,Genoa,38,9,9,20,38,64,-26,36,33,30,2,3,0.0,4.0,166,102,8,148,418,,113,329.0,0.95,9,9,20,38,64,-26.0,30,2,3,166,102,8,148,36,0.95,No,No,No
774,Serie A,2016-2017,17,Crotone,38,9,7,22,34,58,-24,34,31,22,4,5,0.0,3.0,216,158,4,129,418,,110,329.0,0.89,9,7,22,34,58,-24.0,22,4,5,216,158,4,129,34,0.89,No,No,No
775,Serie A,2016-2017,18,Empoli,38,8,8,22,29,61,-32,32,29,19,4,5,0.0,0.0,212,151,10,127,418,,111,334.0,0.84,8,8,22,29,61,-32.0,19,4,5,212,151,10,127,32,0.84,No,No,Yes
776,Serie A,2016-2017,19,Palermo,38,6,8,24,33,77,-44,26,30,24,1,1,0.0,6.0,210,133,5,119,418,,112,330.0,0.68,6,8,24,33,77,-44.0,24,1,1,210,133,5,119,26,0.68,No,No,Yes
777,Serie A,2016-2017,20,Pescara,38,3,9,26,37,81,-44,18,34,27,2,6,0.0,3.0,211,128,4,145,418,,113,282.0,0.47,3,9,26,37,81,-44.0,27,2,6,211,128,4,145,18,0.47,No,No,Yes
778,Serie A,2017-2018,1,Juventus,38,30,5,3,86,24,62,95,24,39,4,8,,,94,73,22,201,418,,111,267.0,2.5,30,5,3,86,24,62.0,39,4,8,94,73,22,201,95,2.5,Yes,No,No
779,Serie A,2017-2018,2,Napoli,38,28,7,3,77,29,48,91,23,45,6,8,,,99,71,19,247,418,,113,308.0,2.39,28,7,3,77,29,48.0,45,6,8,99,71,19,247,91,2.39,Yes,No,No
780,Serie A,2017-2018,3,Roma,38,23,8,7,61,28,33,77,27,37,3,6,,,138,110,18,202,418,,114,305.0,2.03,23,8,7,61,28,33.0,37,3,6,138,110,18,202,77,2.03,Yes,No,No
781,Serie A,2017-2018,4,Inter,38,20,12,6,66,30,36,72,22,34,6,7,,,119,94,17,202,418,,110,283.0,1.89,20,12,6,66,30,36.0,34,6,7,119,94,17,202,72,1.89,Yes,No,No
782,Serie A,2017-2018,5,Lazio,38,21,9,8,89,49,40,72,24,51,9,11,,,153,112,11,208,418,,114,313.0,1.89,21,9,8,89,49,40.0,51,9,11,153,112,11,208,72,1.89,No,Yes,No
783,Serie A,2017-2018,6,Milan,38,18,10,10,56,42,14,64,23,28,4,6,,,131,92,12,224,418,,107,334.0,1.68,18,10,10,56,42,14.0,28,4,6,131,92,12,224,64,1.68,No,Yes,No
784,Serie A,2017-2018,7,Atalanta,38,16,12,10,57,39,18,60,25,38,5,9,,,118,80,11,196,418,,108,313.0,1.58,16,12,10,57,39,18.0,38,5,9,118,80,11,196,60,1.58,No,Yes,No
785,Serie A,2017-2018,8,Fiorentina,38,16,9,13,54,46,8,57,27,32,7,8,,,152,105,14,185,418,,111,325.0,1.5,16,9,13,54,46,8.0,32,7,8,152,105,14,185,57,1.5,No,No,No
786,Serie A,2017-2018,9,Torino,38,13,15,10,54,46,8,54,27,36,0,2,,,164,123,10,154,418,,106,315.0,1.42,13,15,10,54,46,8.0,36,0,2,164,123,10,154,54,1.42,No,No,No
787,Serie A,2017-2018,10,Sampdoria,38,16,6,16,56,60,-4,54,27,33,7,8,,,193,140,9,164,418,,110,311.0,1.42,16,6,16,56,60,-4.0,33,7,8,193,140,9,164,54,1.42,No,No,No
788,Serie A,2017-2018,11,Sassuolo,38,11,10,17,29,59,-30,43,28,16,4,10,,,177,122,10,132,418,,113,322.0,1.13,11,10,17,29,59,-30.0,16,4,10,177,122,10,132,43,1.13,No,No,No
789,Serie A,2017-2018,12,Genoa,38,11,8,19,33,43,-10,41,33,18,4,5,,,170,133,12,125,418,,113,329.0,1.08,11,8,19,33,43,-10.0,18,4,5,170,133,12,125,41,1.08,No,No,No
790,Serie A,2017-2018,13,Chievo,38,10,10,18,36,59,-23,40,25,20,1,2,,,180,126,7,137,418,,109,345.0,1.05,10,10,18,36,59,-23.0,20,1,2,180,126,7,137,40,1.05,No,No,No
791,Serie A,2017-2018,14,Udinese,38,12,4,22,48,63,-15,40,27,27,7,7,,,163,107,9,133,418,,113,319.0,1.05,12,4,22,48,63,-15.0,27,7,7,163,107,9,133,40,1.05,No,No,No
792,Serie A,2017-2018,15,Bologna,38,11,6,21,40,52,-12,39,30,18,2,3,,,164,116,8,120,418,,113,331.0,1.03,11,6,21,40,52,-12.0,18,2,3,164,116,8,120,39,1.03,No,No,No
793,Serie A,2017-2018,16,Cagliari,38,11,6,21,33,61,-28,39,29,21,4,7,,,162,108,8,115,418,,114,295.0,1.03,11,6,21,33,61,-28.0,21,4,7,162,108,8,115,39,1.03,No,No,No
794,Serie A,2017-2018,17,SPAL,38,8,14,16,39,59,-20,38,29,14,5,6,,,192,144,7,109,418,,110,332.0,1.0,8,14,16,39,59,-20.0,14,5,6,192,144,7,109,38,1.0,No,No,No
795,Serie A,2017-2018,18,Crotone,38,9,8,21,40,66,-26,35,29,21,2,3,,,199,138,5,136,418,,114,318.0,0.92,9,8,21,40,66,-26.0,21,2,3,199,138,5,136,35,0.92,No,No,Yes
796,Serie A,2017-2018,19,Hellas Verona,38,7,4,27,30,78,-48,25,32,19,7,7,,,257,186,7,92,418,,113,317.0,0.66,7,4,27,30,78,-48.0,19,7,7,257,186,7,92,25,0.66,No,No,Yes
797,Serie A,2017-2018,20,Benevento,38,6,3,29,33,84,-51,21,41,23,2,3,,,203,130,4,146,418,,113,311.0,0.55,6,3,29,33,84,-51.0,23,2,3,203,130,4,146,21,0.55,No,No,Yes
798,Serie A,2018-2019,1,Juventus,38,28,6,4,70,30,40,90,31,44,7,8,76.0,4.0,107,79,16,193,418,315.0,102,251.0,2.37,28,6,4,70,30,40.0,44,7,8,107,79,16,193,90,2.37,Yes,No,No
799,Serie A,2018-2019,2,Napoli,38,24,7,7,74,36,38,79,26,54,3,4,72.0,5.0,135,103,14,234,418,300.0,113,261.0,2.08,24,7,7,74,36,38.0,54,3,4,135,103,14,234,79,2.08,Yes,No,No
